categorie,nom,type,statut,adresse,ville,telephone,email,site_web,lien_fiche
primaire,École Voltaire,Primaire,Privé,Avenue Mohamed Karoui,Sousse,+216 97 228 988 / 73 227 141,ecolevoltairesousse@gmail.com,https://voltairesousse.business.site/?fbclid=IwAR2flz8OFB6Ueuzkjiju3fsBPsd1OwmEiA6aV1PzLqfSyao402IYmYFseCQ,https://www.ecoles.com.tn/etablissements/primaire/ecole-voltaire-0
primaire,Ecole Voltaire,Primaire,Privé,"1 Rue de Bizerte, Cité Palmiers 2",Jendouba Ville,+216 78 613 088,voltaire.genios@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ecole-voltaire
primaire,Einstein Academy School,Primaire,Privé,Avenu Militant Abdelkader Dardouri,Kélibia,+216  29 56 14 26,,,https://www.ecoles.com.tn/etablissements/primaire/einstein-academy-school
primaire,EIT - ECOLE INTERNATIONALE DE TUNIS,Primaire,Privé,Avenue Asdrubal Les Jardins de Carthage,Le Kram,+216 71 668 152,eit2880@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/eit-ecole-internationale-de-tunis
primaire,EL BAYEN SCHOOL,Primaire,Privé,Avenue Mohamed Bouazizi,El Menzah,97 546 310 / 54 325 240,,,https://www.ecoles.com.tn/etablissements/primaire/el-bayen-school
primaire,El Ebdaa School,Primaire,Privé,Cité Hached 2 Tebelbou,Gabès,+216 26 54 72 30 / 75 29 23 72,eplc.gabes@gmail.com,https://sites.google.com/site/elebdaaschoolgabes/home,https://www.ecoles.com.tn/etablissements/primaire/el-ebdaa-school
primaire,El Faouz,Primaire,Privé,Rue Ali Bach Hamba,Mégrine,71429866,,,https://www.ecoles.com.tn/etablissements/primaire/el-faouz
primaire,El Farabi,Primaire,Privé,Rue Sbitla,Tinja,+216 92 00 79 60,ecole.privee.el.farabi@outlook.com,,https://www.ecoles.com.tn/etablissements/primaire/el-farabi
primaire,El Fath,Primaire,Privé,"28, Rue Tahar Sfar, Ksar Hellal Monastir",Ksar Hellal,+216 73 47 54 47,,,https://www.ecoles.com.tn/etablissements/primaire/el-fath
primaire,El Hikma,Primaire,Privé,"47 Rue Mongi Slim, 2000 Tunis",Le Bardo,+216 50 41 84 18,elhikmaschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/el-hikma-0
primaire,EL IRTIKA,Primaire,Privé,2 RUE DU PROGRES RTE DE GAMMARTH,La Marsa,71983522/71742975,,,https://www.ecoles.com.tn/etablissements/primaire/el-irtika-0
primaire,El Khawarizmi Sidi Bouzid,Primaire,Privé,Rue union Maghreb arabe,Sidi Bouzid,+216 99 51 95 29,,,https://www.ecoles.com.tn/etablissements/primaire/el-khawarizmi-sidi-bouzid
primaire,El Khawrezmi,Primaire,Privé,Umm Al Arais,Moularès,+216 40 19 90 90,,,https://www.ecoles.com.tn/etablissements/primaire/el-khawrezmi
primaire,El Maarefa,Primaire,Privé,"Cité Moustakbel, Route de Tabarka",Mateur,+216 50 69 19 17,,,https://www.ecoles.com.tn/etablissements/primaire/el-maarefa
primaire,El Maarifa,Primaire,Privé,"56  rue de Russie, 7000 Bizerte",Bizerte Nord,72431857,,,https://www.ecoles.com.tn/etablissements/primaire/el-maarifa
primaire,El Maarifa,Primaire,Privé,Rue Ennajet Jedaida,Manouba,+216 98 46 67 09,almaarifa.jedaida@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/el-maarifa-1
primaire,El Maarifa,Primaire,Privé,"56  rue de Russie, 7000 Bizerte",Bizerte Nord,72431857,,,https://www.ecoles.com.tn/etablissements/primaire/el-maarifa
primaire,EL MANAHEL,Primaire,Privé,2 Rue de la Mecque,Nabeul,+216 72 23 09 13 / 94 00 00 10,contact@manahel.tn,https://manahel.tn/,https://www.ecoles.com.tn/etablissements/primaire/el-manahel
primaire,EL MANARA,Primaire,Privé,9 Avenue 2 Mars 1934,Le Bardo,+216 71 664 714,,,https://www.ecoles.com.tn/etablissements/primaire/el-manara
primaire,El Manhal,Primaire,Privé,centre ville,Téboulba,73492801,,,https://www.ecoles.com.tn/etablissements/primaire/el-manhal
primaire,El Maraya,Primaire,Privé,rue chiniois oued ellil,Manouba,+216  53 39 39 65 / 71 62 77 96,el.maraya@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/el-maraya
primaire,El Mokhtar,Primaire,Privé,4 rue Mouaouia ibn Abi Sofien Menzah 8,El Menzah,71711330,,,https://www.ecoles.com.tn/etablissements/primaire/el-mokhtar
primaire,El Ons Kantawi,Primaire,Privé,Cité Ennarjes Kantawi,Sousse,+216 73 24 62 56,,,https://www.ecoles.com.tn/etablissements/primaire/el-ons-kantawi
primaire,El-Faouar School,Primaire,Privé,Al Fawwar,Kébili,,,,https://www.ecoles.com.tn/etablissements/primaire/el-faouar-school
primaire,El-Imtiez - l'Excellence Bekalta,Primaire,Privé,Rue Jawher Essikili,Bekalta,+216 94 522 422 / 98 588 388 / 92 293 338,e.excellencebekalta@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/el-imtiez-lexcellence-bekalta
primaire,EL-MAARIFA,Primaire,Privé,"Rue Ouahran, Msaken",Sousse,+216 73 25 72 12,e.p.almaarifa@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/el-maarifa-2
primaire,Elebdaa School,Primaire,Privé,Cité Hached 2 Tebelbou,Gabès,+216 75 292 372/ 26 547 230,elebdaa.school@gmail.com,https://sites.google.com/site/elebdaaschoolgabes/,https://www.ecoles.com.tn/etablissements/primaire/elebdaa-school
primaire,ELFARABI-SCHOOL,Primaire,Privé,Route de Bizerte Km8 - Mnihla - Ariana,Mnihla,70 527 152 - 55 111 772,,,https://www.ecoles.com.tn/etablissements/primaire/elfarabi-school
primaire,ElFerdaws,Primaire,Privé,"16 Rue d’Allemagne, cité Éttabek, route de Gammarth KM5.",La Marsa,71 74 94 58 / 26 26 34 48,contact@elferdawsschool.com,https://www.elferdawsschool.com,https://www.ecoles.com.tn/etablissements/primaire/elferdaws
primaire,Eline School,Primaire,Privé,Zone 20,Essouassi,+216 98 37 56 97,zemzem1956@hotmail.com,,https://www.ecoles.com.tn/etablissements/primaire/eline-school
primaire,ELISSAR SCHOOL,Primaire,Privé,"16 Avenue Voltaire, Cité El Ghazala",Raoued,+216 71 757 980 / 98 331 114 / 22 287 107,,,https://www.ecoles.com.tn/etablissements/primaire/elissar-school
primaire,Elite,Primaire,Public,Cité Al maarifa-Aoulad Hafouz,Sidi Bouzid,26826151,,,https://www.ecoles.com.tn/etablissements/primaire/elite-0
primaire,Elite,Primaire,Privé,Rue Kortoba cité Andalous derrière carrefour Mahdia,Mahdia,+216 50 894 130 / 97 277 372,contact@ecole-elite.tn,http://www.ecole-elite.tn,https://www.ecoles.com.tn/etablissements/primaire/elite
primaire,Elite De Demain,Primaire,Privé,Cité Erriyadh 2,Sbiba,+216 20 58 19 28,,,https://www.ecoles.com.tn/etablissements/primaire/elite-de-demain
primaire,Elite des Jasmins,Primaire,Privé,2 Rue Dhia cité al-ghazela,Raoued,52 153 514 / 53 951 397,elitejasminghazela@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/elite-des-jasmins
primaire,Elite Grombalia,Primaire,Privé,Cité Erriadh Guanyouba,Grombalia,+216 72 25 75 53,elitegrombalia@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/elite-grombalia
primaire,Elite School,Primaire,Privé,Cité Centrale,Mdhilla,+216  52 06 77 28,,,https://www.ecoles.com.tn/etablissements/primaire/elite-school-1
primaire,ELITE SCHOOL,Primaire,Privé,"3 Avenue de Paris, Boumhel El Bassatine",Bou Mhel el-Bassatine,+216 79 395 222,elitschool.boumhel@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/elite-school
primaire,Elite School,Primaire,Privé,"Route l'Afrane km 4, Kassas Mahsouna",Sfax,+216 70 03 36 77 / 29 03 36 99,info@eliteschool.tn,,https://www.ecoles.com.tn/etablissements/primaire/elite-school-0
primaire,ELITE School Siliana,Primaire,Privé,Boîte postale 43,Siliana,+216 24 29 71 74,,,https://www.ecoles.com.tn/etablissements/primaire/elite-school-siliana
primaire,Elite School Tozeur,Primaire,Privé,Route Al Hajij,Tozeur Ville,+216 51 78 02 39,,,https://www.ecoles.com.tn/etablissements/primaire/elite-school-tozeur
primaire,Ellissa School,Primaire,Privé,Msaken,Sousse,+216 98 56 37 99,,,https://www.ecoles.com.tn/etablissements/primaire/ellissa-school
primaire,ELS - Sousse,Primaire,Privé,"Zone industrielle ""Sayidi ABDELHAMID"". Face de Carrefour ""Cash & Carry""",Sousse,+216 92 063 043,elssecretariat@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/els-sousse
primaire,Emile Zola,Primaire,Privé,Av. Mongi slim ksar saiid 2,Ezzouhour,71 501 010,emilezola.privateschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/emile-zola
primaire,Enfant d'Or,Primaire,Privé,Haddadia,Menzel Jemil,+216 54 99 89 12 / 21 60 40 10,,,https://www.ecoles.com.tn/etablissements/primaire/enfant-dor
primaire,English International school of tunis,Primaire,Privé,English International school of tunis,La Marsa,25 904 904,contact@eistunis.org,,https://www.ecoles.com.tn/etablissements/primaire/english-international-school-tunis
primaire,Ennajah,Primaire,Privé,rue Habib Thameur 8080 Menzel Temime Nabeul,Menzel Temime,72344134,,,https://www.ecoles.com.tn/etablissements/primaire/ennajah
primaire,Ennajah,Primaire,Privé,Rue Taeib M'hiri,Ksour Essef,73665219,,,https://www.ecoles.com.tn/etablissements/primaire/ennajah-0
primaire,Ennesrine Pour l'Excellence,Primaire,Privé,Avenue Farhat Hachad,El Jem,+216 73 63 70 54,,,https://www.ecoles.com.tn/etablissements/primaire/ennesrine-pour-lexcellence
primaire,Ennour,Primaire,Privé,"Mansoura, près de la Mosquée Hassanate 3180",Kairouan,+216 77 28 00 42,,http://www.ennour.madrasa.tn/,https://www.ecoles.com.tn/etablissements/primaire/ennour
primaire,EPI School,Primaire,Privé,Route de Ceinture Sahloul,Sousse,+216 73 81 45 00,scolarite.epischool@episousse.com.tn,https://www.episcolaire.com/fr,https://www.ecoles.com.tn/etablissements/primaire/epi-school
primaire,Erroua-La Manouba,Primaire,Privé,"Rue les Jardins, Oued Elil",Manouba,+216 71 53 33 81,,,https://www.ecoles.com.tn/etablissements/primaire/erroua-la-manouba
primaire,Esprit Education,Primaire,Privé,Z.I. Chotrana II B.P. 160 Pôle Technologique El Ghazela,Ariana,+216 70 250 070,esprit-education@esprit.tn,http://www.esprit-education.tn,https://www.ecoles.com.tn/etablissements/primaire/esprit-education
primaire,ESSIDDIK,Primaire,Privé,2 rue Khaled ibn Walid,Sfax,+216 74 20 13 06 / 98 41 15 89 / 99 41 15 89,ecoleessiddik@yahoo.com,https://ecole-primaire-privee-essiddik-sfax.business.site/,https://www.ecoles.com.tn/etablissements/primaire/essiddik
primaire,Etablissement BAUDELAIRE,Primaire,Privé,20 AVENUE DE LA DEMOCRATIE   El Menzah 5,Ariana,54 135 532 - 71 766 664 - 71 753 345,,,https://www.ecoles.com.tn/etablissements/primaire/etablissement-baudelaire
primaire,Établissement BEN M'RAD,Primaire,Privé,9 rue tarek ibn ziad Mutuelleville,Ariana,+216 22 570 864 / 20 836 299 / 55 307 515,,,https://www.ecoles.com.tn/etablissements/primaire/etablissement-ben-mrad-0
primaire,Établissement BEN M'RAD,Primaire,Privé,9 rue tarek ibn ziad Mutuelleville,Ariana,,,,https://www.ecoles.com.tn/etablissements/primaire/etablissement-ben-mrad
primaire,Établissement Channoufi,Primaire,Privé,"11, Jughurta-Mutuelle Ville",El Menzah,+216 20 85 14 69/ 22 40 41 70,etablissementchannoufiecole@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/etablissement-channoufi
primaire,Etablissement Hassoumi,Primaire,Privé,113 Av 20 Mars Bardo 2000,Tunis,+216 71 512 407 / 52 330 902,,,https://www.ecoles.com.tn/etablissements/primaire/etablissement-hassoumi
primaire,Etablissement La Republique,Primaire,Privé,ARIANA ville,Ariana,+216 71 7 01 10,contact@etablissement-la-republique.com,http://www.etablissement-la-republique.com,https://www.ecoles.com.tn/etablissements/primaire/etablissement-la-republique
primaire,Ettaalok,Primaire,Privé,"Route Menzel Chaker km 6,5 Avenue Erriadh",Menzel Chaker,+216 74 65 30 97 / 99 45 23 46 / 53 45 23 46,ecole.ettaalok@yahoo.com,,https://www.ecoles.com.tn/etablissements/primaire/ettaalok
primaire,Ettamayoz,Primaire,Privé,"Quartier Nahj Al-Mokades Al-Nour, Buhajla",Kairouan,+216 94 11 57 28,,,https://www.ecoles.com.tn/etablissements/primaire/ettamayoz
primaire,Ettawfik,Primaire,Privé,Téboulba,Téboulba,+216 73 49 72 01,ettawfik_2013@yahoo.fr,,https://www.ecoles.com.tn/etablissements/primaire/ettawfik
primaire,Everest Academy,Primaire,Privé,63 Rue des orangers (en face de la propriété foncière),Manouba,+216 95 01 88 28 / 95 01 88 29 / 71 60 16 85,everestacademy@topnet.tn,,https://www.ecoles.com.tn/etablissements/primaire/everest-academy
primaire,Excel school RADES,Primaire,Privé,rue re tunis,Radès,+216 28 422 808,,,https://www.ecoles.com.tn/etablissements/primaire/excel-school-rades
primaire,Excellence School,Primaire,Privé,Avenue des Combattants,Monastir Ville,73 449 233 / 73 448 166,contact@excellenceschoolmonastir.tn,http://excellenceschoolmonastir.com/,https://www.ecoles.com.tn/etablissements/primaire/excellence-school
primaire,EXCELLENCE SCHOOL CARTHAGE,Primaire,Privé,"47, Avenue Neptune, Jardins de Carthage",Carthage,+216 71 698 109,,,https://www.ecoles.com.tn/etablissements/primaire/excellence-school-carthage
primaire,Excellence School Jemmel,Primaire,Privé,"Près du Collège Mahmoud Messaadi, Jemmel",Jemmal,+216 53 48 20 32 / 97 12 64 03,excellencejemmel@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/excellence-school-jemmel
primaire,Excellentia,Primaire,Privé,04 rue Bassora La Fayette,Tunis,20 295 419,excellentiacademy@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/excellentia
primaire,Eya School - Degache,Primaire,Privé,"Cité Hassnaoui, Dgueche",Degache,+216 96 87 05 34,eyaschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/eya-school-degache
primaire,Farabi-Jedaida,Primaire,Privé,Jedaida,Manouba,+216 58 80 07 01,schoolalfarabi2020@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/farabi-jedaida
primaire,FB La Marsa,Primaire,Privé,Cité Jinène Eddonya,La Marsa,+216 71 849 436 / 70 02 80 34,contactfblamarsa@fb-tunis.org,http://fb-lamarsa.org/,https://www.ecoles.com.tn/etablissements/primaire/fb-la-marsa
primaire,FB Tunis,Primaire,Privé,"8, rue d'Angola Tunis",Tunis,+216 71 78 23 42,contact@fb-tunis.org,http://www.fb-tunis.org,https://www.ecoles.com.tn/etablissements/primaire/fb-tunis
primaire,FINLAND LEADERS SCHOOL (FLS),Primaire,Privé,"20, Rue Ibn Hazm El andaloussi - El Menzah 7",El Menzah,+216 36 136 333,finland.leaders.school@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/finland-leaders-school-fls
primaire,First School,Primaire,Privé,"Rue Ahmed Tlili, EL Hamma",Gabès,+216 75 33 59 06,,,https://www.ecoles.com.tn/etablissements/primaire/first-school-0
primaire,FIRST SCHOOL,Primaire,Privé,"Centre Urbain Nord |Immeuble Fujifilm  Cité Khadra,",Cité El Khadra,71 238 576 / 28 729 000,contact@first-school.org,http://www.first-school.org/,https://www.ecoles.com.tn/etablissements/primaire/first-school
primaire,Fleur de vie,Primaire,Privé,"Route de Zaouiet Sousse, près de Monoprix",Sousse,+216 95 83 97 90,fleurdeviefv@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/fleur-de-vie
primaire,Fondation Elsaidi Ecole Primaire,Primaire,Privé,rue bellevue wardia,El Ouardia,+216 98 679 314,,,https://www.ecoles.com.tn/etablissements/primaire/fondation-elsaidi-ecole-primaire
primaire,Fondation Habib Bourguiba,Primaire,Privé,04 Rue Medinat Radhoua  Ennasr 2,Ariana Ville,+216 71 811 380 / 24 150 101,groupescolaire.descartes@gmail.com,http://gsrdtunis.net/fondation-habib-bourguiba,https://www.ecoles.com.tn/etablissements/primaire/fondation-habib-bourguiba
primaire,Fondation KHOUADJA Dream School,Primaire,Privé,"33, Bis Rue Tahar SFAR, El Manar",El Manar,+216 23 123 123 / 71 887 983,,,https://www.ecoles.com.tn/etablissements/primaire/fondation-khouadja-dream-school
primaire,Forsan Al andalous,Primaire,Privé,rue sadok belhaj kalet el andalous,Ariana Ville,54 00 06 98 /28 84 67 29,forsenelandalous@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/forsan-al-andalous
primaire,Freinet,Primaire,Privé,"Dar Fadhal Soukra, Ariana",Ariana Ville,71 761 456 / 98 287 184,,,https://www.ecoles.com.tn/etablissements/primaire/freinet
primaire,future leaders academy,Primaire,Privé,Av. Union Maghreb Arab,Sidi Bouzid,+216 20 51 71 71 / 20 51 81 81,fuleadacademy@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/future-leaders-academy
primaire,Future School,Primaire,Privé,Rue Istanbul AFH1,Nabeul,+216 72 22 22 88,contact@futureschool.tn,https://futureschool.tn/,https://www.ecoles.com.tn/etablissements/primaire/future-school
primaire,generation elites,Primaire,Privé,"54 Rue cheikh Mouhamed Enneifer, Ain Zaghouan, Aouina",Tunis Ville,53 90 90 90/70 73 62 64,info@generation-elites.com,https://www.generation-elites.com/,https://www.ecoles.com.tn/etablissements/primaire/generation-elites
primaire,Genius Primary School,Primaire,Privé,Avenue Habib Bourguiba,Ksour Essef,+216 99 17 58 00 / 73 66 31 31 / 52 22 98 27,,,https://www.ecoles.com.tn/etablissements/primaire/genius-primary-school
primaire,George Sand,Primaire,Privé,Rue de Pinson prolongement cité ennasr,Ariana Ville,50 183 479,ecolegeorgesand.tn@gmail.com,http://ecolegeorgesand.tn/,https://www.ecoles.com.tn/etablissements/primaire/george-sand
primaire,Georges Brassens,Primaire,Privé,7 Rue Mongi Bali,Mégrine,71296492,brassens.megrine@gnet.tn,http://www.ec-brassens-megrine-tunisie.ac-versailles.fr/,https://www.ecoles.com.tn/etablissements/primaire/georges-brassens
primaire,Georges Sand,Primaire,Privé,Rue Kheireddine,Nabeul,72285117,egs.nabeul@gmail.com,http://www.ec-sand-nabeul.ac-versailles.fr/,https://www.ecoles.com.tn/etablissements/primaire/georges-sand
primaire,Gilles de Gennes,Primaire,Privé,"3 rue Ibn Bassam, El Menzah 4،",Tunis,54 233592/ 71 236058,ecolegillesdegennes@gmail.com,http://www.ecole-g2g.tn,https://www.ecoles.com.tn/etablissements/primaire/gilles-de-gennes
primaire,Glory school,Primaire,Privé,"Route Menzel Chaker km 4.5 , prêt de STEG, oued chabouni",Sfax sud,+216 74 62 36 55 / 93 07 88 84,info.gloryschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/glory-school
primaire,Golden Pen School,Primaire,Privé,"Rue La Grande Mosquée, centre ville",Chebba,+216 21 23 31 33,goldenpenschool@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/golden-pen-school
primaire,Golden School,Primaire,Privé,55 rue Commandant Béjaoui,Sfax,+216 74 201 651,goldenschool.sfax@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/golden-school
primaire,Groupe Scolaire L'exploit,Primaire,Privé,Errimel,Menzel Jemil,+216 28 30 32 50 / 50 16 24 94 / 50 35 10 04,,,https://www.ecoles.com.tn/etablissements/primaire/groupe-scolaire-lexploit
primaire,Groupe scolaire Michel De Montaigne,Primaire,Privé,Ben sedrine menzel enface du restaurant il pappagallo km 0.2 route teguermes midoun djerba,Djerba - Midoun,+216 55 34 90 14 / 92 14 26 14,gs.montaigne@gmail.com,http://ecolemontaigne.com,https://www.ecoles.com.tn/etablissements/primaire/groupe-scolaire-michel-de-montaigne
primaire,Groupe Scolaire Victor Hugo,Primaire,Privé,"Djerba, Houmet Souk",Médenine Sud,+216 75 62 09 08,victorhugojerba@gmail.com,http://www.ecole-victor-hugo-djerba.com/,https://www.ecoles.com.tn/etablissements/primaire/groupe-scolaire-victor-hugo
primaire,Gtar School,Primaire,Privé,Rue Ahmed El Gtari,El Ksar,+216  97 54 81 97,,,https://www.ecoles.com.tn/etablissements/primaire/gtar-school
primaire,Guy-de-Maupassant (EGM),Primaire,Privé,"Boulevard El Ghazali, Cité Bouahsina",Sousse,+216 73 232 378,epfm.sousse@gnet.tn,https://www.erlm.tn/egm/,https://www.ecoles.com.tn/etablissements/primaire/guy-de-maupassant-egm
primaire,HABIB THAMEUR,Primaire,Privé,Rue Piree,Bab El Bhar,+216 20 097 577 / 24 449 082,ecole.primaire.p.habib.thameur@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/habib-thameur
primaire,HABIBA SCHOOL,Primaire,Privé,Cité El hidhab,Fouchana,+216 79 408 197,,,https://www.ecoles.com.tn/etablissements/primaire/habiba-school
primaire,Halima School Kebili,Primaire,Privé,Route de Tozeur,Kébili,+216 99 45 17 44,halimalakdhar@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/halima-school-kebili
primaire,Hamdi School,Primaire,Privé,"Cité Riadh, Mornaguia",Manouba,+216 71 55 10 28,contact@hamdischool.tn,,https://www.ecoles.com.tn/etablissements/primaire/hamdi-school
primaire,Hanin School,Primaire,Privé,Avenue de l'Environement,Menzel Temime,+216  36 14 04 07 / 46 30 68 72,hanin.school2018@outlook.com,,https://www.ecoles.com.tn/etablissements/primaire/hanin-school
primaire,Hannibal,Primaire,Privé,"Rue Jezia Hellalia, Cité Riadh 1",Ksar Hellal,+216 73 54 63 97,,,https://www.ecoles.com.tn/etablissements/primaire/hannibal
primaire,Hannibal Academie,Primaire,Privé,"Rue Slah Eddine Bouchoucha, El Fahs",El Fahs,+216 97 74 96 33,hannibal.academie@yahoo.com,,https://www.ecoles.com.tn/etablissements/primaire/hannibal-academie
primaire,HAPPY CHILD School,Primaire,Privé,Rue de togo sahloul 1,Sousse,+216 73 821 073,happychildschool2016@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/happy-child-school
primaire,Hiba School,Primaire,Privé,Rue hbib borguiba,Menzel Bouzelfa,+216 72 29 34 12 /  21 08 97 68,,,https://www.ecoles.com.tn/etablissements/primaire/hiba-school
primaire,Ibn Al Haytham,Primaire,Privé,rue kamal kilani omran Franceville,Ariana,55 546 706,,,https://www.ecoles.com.tn/etablissements/primaire/ibn-al-haytham
primaire,Ibn Cina 2 Makther,Primaire,Privé,Makther,Siliana,+216 78 82 70 69,ibncina2.makther@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ibn-cina-2-makther
primaire,Ibn Khaldoun,Primaire,Privé,Sbikha,Kairouan,+216 77 23 10 00,,,https://www.ecoles.com.tn/etablissements/primaire/ibn-khaldoun
primaire,Ibn Khaldoun,Primaire,Privé,7 Rue le Nord,Bizerte,+216 99 15 16 70,,,https://www.ecoles.com.tn/etablissements/primaire/ibn-khaldoun-0
primaire,Ibn Khaldoun Mhamdia,Primaire,Privé,Rue 14 janvier Mhamdia,Mohamedia,+216 95 80 00 02,ibnkhaldoun.school@outlook.com,,https://www.ecoles.com.tn/etablissements/primaire/ibn-khaldoun-mhamdia
primaire,IBN KHALDOUN SCHOOL,Primaire,Privé,Place du Maghreb Arabe,Sousse,+216 73 21 38 12 / 98 43 26 61,,,https://www.ecoles.com.tn/etablissements/primaire/ibn-khaldoun-school
primaire,ibn nafis,Primaire,Privé,rue 42269 n°1 CIT2 Essalama,Ezzouhour,26 670 442,ecole.ibnnafis@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ibn-nafis
primaire,Ibn Rachik,Primaire,Privé,"Rue Bourguiba, 20 Mars",Manouba,+216 97 78 32 27 / 54 82 48 48,,,https://www.ecoles.com.tn/etablissements/primaire/ibn-rachik
primaire,Ibn Sina - AVICENNE,Primaire,Privé,"Avenue Farhat Hachad, derrière banque Zitouna",Tozeur Ville,+216 90 38 05 00 / 90 27 60 00,,,https://www.ecoles.com.tn/etablissements/primaire/ibn-sina-avicenne
primaire,ICEBERG,Primaire,Privé,Immeuble Maram Palace. Bureau 5.1. El Menzah 4,Tunis,+ 216 71 75 07 23,contact@iceberg-tn.com,,https://www.ecoles.com.tn/etablissements/primaire/iceberg
primaire,Ichrakat Al Ghad,Primaire,Privé,Route du Stade,Béni Khalled,+216 98 95 59 60,ichrakat.alghad@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ichrakat-al-ghad
primaire,Idéal School Ariana,Primaire,Privé,"3 rue les iles comores, Ariana Ville",Ariana Ville,+216 71 857 343 / 71 857 342,idealschool.ariana@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ideal-school-ariana
primaire,Ideal school jammel,Primaire,Privé,rue abou kecem chabi zaouiet kontech,Jemmal,+216 73 482 101,idealschool-hana@hotmail.com,,https://www.ecoles.com.tn/etablissements/primaire/ideal-school-jammel
primaire,Idéale Plus,Primaire,Privé,"Rue 3 aout, route de ceinture",Hammamet,+216 98 74 94 41 / 22 91 68 77,ideale.ghalleb@gmail.com,http://www.lycee-ideale.com/,https://www.ecoles.com.tn/etablissements/primaire/ideale-plus
primaire,Ile Des Rêves,Primaire,Privé,"Cité Sahloul 2, Sahloul Sousse",Hammam sousse,73 82 13 00,,,https://www.ecoles.com.tn/etablissements/primaire/ile-des-reves
primaire,Insaf School,Primaire,Privé,"Rue Mahdia, El Alia",Bizerte,+216 28 65 01 96,,,https://www.ecoles.com.tn/etablissements/primaire/insaf-school
primaire,Insight School Of Chebba - ISC,Primaire,Privé,Cité Al Bassatine,Chebba,+216 29 00 40 06 / 29 00 47 06,info@ischebba.com,,https://www.ecoles.com.tn/etablissements/primaire/insight-school-chebba-isc
primaire,Institution Laghmani,Primaire,Privé,Route de l'Archevêché Sidi Drif,La Marsa,+216 71 747 523 / 31 398 170,ikram.meddeb@laghmani.tn,https://www.laghmani.tn/,https://www.ecoles.com.tn/etablissements/primaire/institution-laghmani
primaire,INSTITUTION TRIKI,Primaire,Privé,24 Bis Rue El Massoudi,La Soukra,+216 23 365 469 /71 863 598,,,https://www.ecoles.com.tn/etablissements/primaire/institution-triki
primaire,Intelligent private school / IPS,Primaire,Privé,Rue Boumhal bassatine en face de Nadhif,Bou Mhel el-Bassatine,+216 94 369 699,ipschool@outlook.fr,http://ipschool.crayon1.com,https://www.ecoles.com.tn/etablissements/primaire/intelligent-private-school-ips
primaire,International Deutsche School,Primaire,Privé,41 Rue Ibn Nafiss Lac 3,La Goulette,+216 52 52 14 09,information@ids-tn.school,http://ids-tn.school/,https://www.ecoles.com.tn/etablissements/primaire/international-deutsche-school
primaire,International Maarif Schools of Tunisia (IMST),Primaire,Privé,"22, Rue de l'Usine Chargia 2",Ariana Ville,+216  70 74 70 46,info@tn.maarifschools.org,http://tn.maarifschool.org/,https://www.ecoles.com.tn/etablissements/primaire/international-maarif-schools-tunisia-imst
primaire,INTERNATIONAL SCHOOL OF CARTHAGE (ISC),Primaire,Privé,"Les Jardins de Carthage, Ain Zaghouan",La Marsa,+216 71 77 77 22,contact@iscarthage.com,http://www.iscarthage.com/,https://www.ecoles.com.tn/etablissements/primaire/international-school-carthage-isc
primaire,Iqra School,Primaire,Privé,"Rue abou bakr el seddik ,ZaouietKontech",Jemmal,73 482 250 / 97 482 095,Iqra.zaouietKontech1@gmail.com,,https://www.ecoles.com.tn/etablissements/primaire/iqra-school
primaire,Iqraa School,Primaire,Privé,Route Ezzahra-Radès,Ezzahra,+216 55 577 377,,,https://www.ecoles.com.tn/etablissements/primaire/iqraa-school
